,pvalue,weighted_pvalue,log2FoldChange
Abcb7,0.219160474,0.213667418,0.143751383
Cdca2,0.219211857,0.238821162,0.198180387
Slc2a1,0.21934471,0.209228879,-0.178829838
Taf1b,0.219480009,0.209357937,-0.122460336
Gramd1a,0.219514608,0.136151657,0.147500923
1110065P20Rik,0.219625733,0.209217986,-0.179792731
Decr2,0.219655089,0.217588872,0.155373772
Fopnl,0.219652758,0.283272555,-0.131430491
Arap1,0.219833728,0.209695344,-0.13144928
Dlst,0.219772659,0.255208491,-0.107363935
Plrg1,0.219814411,0.201241617,0.116448657
D16Ertd472e,0.22017262,0.139660551,0.164093178
Gm43857,0.22015258,0.33154169,-0.235765901
Neurl4,0.220118272,0.218047698,-0.146926867
Tpt1-ps3,0.220231749,0.209795284,-0.201964087
Traj40,0.220244979,0.305020958,0.224604617
Ndufv2,0.220307268,0.284116636,-0.135490114
Gm44091,0.220346585,0.362350635,0.242447148
Sec31b,0.22038517,0.218312085,-0.193756033
Ap5s1,0.220456451,0.217438047,0.160194015
Gm45380,0.220492016,0.341042666,0.235459512
Dolk,0.220536399,0.226301736,0.155898657
Ripply3,0.220688259,0.341346202,0.238752185
Stard10,0.220662844,0.218587148,0.191545285
Iglv1,0.220736213,0.333840101,0.252876697
Cox7c,0.220772334,0.201817665,-0.130968607
Adi1,0.220969489,0.210778726,-0.149425083
Gm9993,0.221044692,0.185022491,0.226754946
Adipor1,0.221091283,0.14024328,0.144370267
Pigo,0.22111015,0.210912899,-0.139508363
Fam3b,0.221177813,0.329963176,0.2498324
Gm9856,0.221272612,0.227057196,-0.191692889
Galnt6os,0.221319708,0.227105523,-0.225633718
Rbbp6,0.221327382,0.257013896,-0.132918009
Pcnx,0.221371269,0.215822801,0.17949156
Trpt1,0.221402779,0.227190765,0.206849376
Rap2b,0.221495107,0.219411582,-0.185836809
Slc25a36,0.221587552,0.211368284,-0.188847827
Naip6,0.221657105,0.605636579,0.252450895
Errfi1,0.22170134,0.257448151,0.201162792
Rassf3,0.221847111,0.216286717,-0.192679075
Alkbh8,0.22190423,0.218866003,-0.165865028
Amn1,0.221954238,0.28171649,0.170713145
Gm26772,0.221917852,0.364934518,0.246031204
Slc30a7,0.221957902,0.203125284,-0.105216795
2700062C07Rik,0.222091163,0.283093991,-0.172003642
Dbf4,0.222105171,0.257917094,-0.192451111
Tyro3,0.222110805,0.220021488,0.19804612
Gm20470,0.222341976,0.604924751,-0.235905644
Taf13,0.222337405,0.135654846,-0.142836019
Tsc22d2,0.222323139,0.212069946,0.19165906
Wdr62,0.222496342,0.282404558,0.151663033
Cd302,0.222579515,0.220485789,0.247165012
Tmem164,0.222584605,0.211002582,0.152896953
Blvrb,0.222644565,0.228465014,-0.199336374
Gm45718,0.22264175,0.242557872,-0.233934029
Prmt7,0.222679421,0.203864554,-0.129867284
Gm10366,0.222715248,0.212161093,0.199727112
Fip1l1,0.222809322,0.136421396,0.109572466
Ttc30a1,0.222848416,0.379751155,0.219936766
Fgr,0.22290062,0.284125786,0.250140995
Tmem168,0.223129361,0.204276477,0.132050041
Ndufs6,0.223194635,0.136177868,-0.156901216
Tmem64,0.223262191,0.212965691,-0.169010399
Rita1,0.22343656,0.221334772,0.181603887
Sgtb,0.223437971,0.309442987,-0.238435423
Dusp23,0.223835765,0.229687356,-0.206670333
Malt1,0.223784984,0.138210138,0.200275232
Tango2,0.223819437,0.199429635,0.11349254
Gins4,0.223900231,0.175512066,-0.119504737
Pidd1,0.223999002,0.22985486,0.177602273
Zdhhc13,0.224088166,0.136723039,-0.152848865
A530088E08Rik,0.224118995,0.244167262,0.208491766
Ankrd13a,0.224265617,0.142256832,-0.11972624
Ppargc1b,0.224226924,0.175768155,0.152885284
Spsb2,0.224189268,0.2220804,0.213751392
Gstp3,0.224390584,0.220377275,0.153570105
Ipo7,0.224379086,0.205341036,-0.148514999
Cenpn,0.224628203,0.23050051,-0.224971217
Vps50,0.224722173,0.205655013,-0.123080046
Zfp975,0.225092513,0.615023187,-0.232872968
Gm49747,0.225156052,0.188463849,-0.223326239
Ntng2,0.225249556,0.262806526,0.236982528
Ktn1,0.225633583,0.20656911,-0.140652951
Lamp2,0.225803357,0.291204601,0.194000249
Atpsckmt,0.225886161,0.222793415,-0.173861982
Mapk1ip1l,0.226013357,0.206836643,0.137124354
Oxsm,0.226003613,0.223877678,-0.171549555
Gtf2h1,0.226040365,0.206941521,-0.121862422
1110051M20Rik,0.226249299,0.232163985,-0.169354218
Camsap2,0.226473234,0.292068501,0.17429274
Disc1,0.226468858,0.224338547,-0.195142387
Lemd3,0.226376205,0.291943368,0.153993422
Mydgf,0.226339166,0.215900761,-0.10649569
Nol7,0.226388323,0.215384629,-0.117848983
Pgap1,0.226432153,0.232351619,0.188545679
Vps35l,0.226339524,0.138582863,0.124566042
5830417I10Rik,0.226554167,0.28878287,0.146197961
Slamf1,0.226852175,0.177826051,-0.195694153
Pex13,0.226882397,0.138427884,0.138920071
A230072C01Rik,0.226964462,0.620137939,-0.216141755
Cand1,0.22693457,0.196751791,-0.096762506
Arfip2,0.227074611,0.223965593,-0.139215292
Agk,0.227336049,0.223270059,-0.145694668
Rfx2,0.227337532,0.288549261,0.18435688
1700047K16Rik,0.22746457,0.315019491,0.236103564
Guk1,0.227428035,0.293299847,0.127802515
Pten,0.227459578,0.197206971,0.090919705
Gtf2h5,0.22770089,0.202888123,0.124935341
Kif3a,0.227774586,0.233729146,0.199592445
Atrnl1,0.227814915,0.289155183,0.213945237
Gm11944,0.228015006,0.340163213,-0.241525346
Trav6-3,0.228016598,0.343384613,-0.236492766
Als2,0.228207995,0.203339968,-0.192404341
Ess2,0.228259899,0.265064203,-0.144730112
Gm10101,0.228247397,0.623643317,0.236257135
Chek1,0.228318029,0.248741915,-0.203788799
Kif4,0.228355258,0.191141702,-0.233968125
Bsn,0.228548205,0.248992681,0.230470448
Tmppe,0.22884617,0.225712896,0.170995733
Tk2,0.228874303,0.218318982,0.125016633
Pphln1,0.229190434,0.139836088,0.15556741
Rnf213,0.229216233,0.266174734,0.155270077
Lrrc45,0.229310963,0.218165213,-0.152513694
Spint1,0.229555308,0.267830196,0.247198798
Aplnr,0.229677702,0.3426437,0.237510686
Gfer,0.229685511,0.227524942,-0.138951306
3110040N11Rik,0.229922336,0.226774328,-0.131578785
Acbd6,0.229937375,0.219333026,-0.124673183
Nhsl2,0.22990219,0.219007457,0.239757758
Tbc1d10c,0.229814864,0.218644622,0.143671958
Gm38253,0.22996515,0.378167958,0.244946141
Zbtb39,0.230057004,0.62858773,0.222270875
Mcu,0.23014905,0.224380576,-0.16565469
Gm47447,0.230232964,0.626393724,-0.225399601
9130230N09Rik,0.230398734,0.39261749,-0.217023426
AC122861.4,0.230374453,0.268785921,-0.218268291
1300002E11Rik,0.23046649,0.22634451,-0.162071798
Bcas2,0.230457712,0.141104342,-0.110287364
C3ar1,0.230483409,0.62707511,0.246444924
Frmd4a,0.230529732,0.224751716,0.18591085
Lrfn4,0.230574213,0.192999048,0.225747621
Sdha,0.230735188,0.14636063,0.108085228
Gm10509,0.230872731,0.193248919,0.199357285
Mphosph10,0.230872762,0.218859472,-0.11756862
Cndp2,0.231230468,0.215020885,0.130463177
Gm8186,0.231218915,0.193538687,-0.189954896
Tnik,0.231228345,0.211691153,-0.183134389
Zc3h14,0.231228929,0.142807537,0.118678055
Gm13127,0.231308469,0.394167749,0.204245356
Arl8b,0.231366318,0.219327346,0.116764743
Clptm1l,0.231401184,0.14168201,0.122303992
Tpm3,0.231421835,0.142926676,-0.101588111
Gm48138,0.23170496,0.633090463,0.229654817
St13,0.231780311,0.200953038,-0.163370387
Nenf,0.232081118,0.221083129,0.191683878
Gm43597,0.232252332,0.63188781,0.231583055
Nudc,0.232216305,0.143417343,-0.132389101
Prrc2a,0.232243448,0.206935674,-0.153952058
Hgs,0.232391456,0.221095978,0.135076106
Mcm2,0.232325693,0.269785559,-0.159749616
Pip5k1a,0.232365562,0.212732283,0.135671241
Rer1,0.232357926,0.14738997,0.109642627
Btbd7,0.23250184,0.175339527,0.144168002
Cdc73,0.232546229,0.299900465,0.108459034
Nsd3,0.232500662,0.144206123,0.154436348
Ppp2r5c,0.232523086,0.143606811,-0.118958927
Slc26a11,0.232639695,0.270150191,0.156690586
D730044K07Rik,0.232739752,0.35199418,-0.231466751
AC133523.4,0.232899978,0.382994158,0.237178706
Rpp14,0.233023672,0.230831702,-0.143538322
Trav8d-2,0.233024986,0.230833003,-0.212885274
Abhd10,0.23340975,0.230213994,-0.129191999
Trappc8,0.233399452,0.144763588,0.145883084
Zfp329,0.233347658,0.239447912,0.184172828
Lpcat2,0.233633879,0.231436169,0.243653625
Calm1,0.233663859,0.143067397,0.116297126
Sult2b1,0.233809932,0.29803161,0.220932883
Kdm4a,0.233873318,0.183329821,-0.156723688
Cacfd1,0.233985689,0.183417906,0.124877451
Ccpg1,0.234017427,0.297027751,-0.207286255
Commd4,0.234088814,0.221908179,-0.135234172
Isca1,0.23415491,0.228286032,0.149043428
Mecr,0.234066504,0.231864724,-0.163596252
Otud3,0.234116343,0.298422184,0.155577296
Ptpn6,0.234272867,0.203114078,0.171218169
A930006K02Rik,0.234303698,0.223200383,0.17022233
Rbm12b2,0.234344652,0.255307642,0.189282497
Cycs,0.23444129,0.214549486,-0.139013637
Mfge8,0.234416846,0.302312884,0.181172684
Xkr8,0.234579304,0.232372701,0.222306164
Zfp810,0.234595192,0.228715279,0.151685649
Aspscr1,0.234746232,0.272596382,-0.089426368
Gm10603,0.234711161,0.363035913,0.236286844
Sepsecs,0.234742514,0.232534375,0.157394286
Senp1,0.23485194,0.224020939,0.149373133
Atg2a,0.235053896,0.203791229,-0.15172643
Ccdc126,0.234945668,0.298205926,-0.193859809
Dolpp1,0.234951283,0.209348434,0.139567856
Gm45266,0.235085395,0.63959571,0.229187016
Gm47603,0.235094067,0.386602246,0.242280932
Pex3,0.235018398,0.229127878,-0.127873507
Rab31,0.235104888,0.298408016,0.225760778
Trbv15,0.234973587,0.231756419,-0.156341564
Fam214a,0.23532203,0.224469349,-0.133411421
Slc9b2,0.235562929,0.356263935,0.241423105
Gtse1,0.235680497,0.300415972,0.204572361
Ttll11,0.235663689,0.233446885,0.213317139
B230307C23Rik,0.235784716,0.233566773,-0.149346599
Bcas3,0.235908361,0.224441942,0.140357488
9430081H08Rik,0.235952561,0.224771109,-0.18706686
Thumpd3,0.236078888,0.185058734,-0.150084652
Wrn,0.236057566,0.216112338,0.140349549
Efnb1,0.236118761,0.233897677,-0.201580067
mt-Tc,0.236286573,0.275683798,-0.223983621
Gm23344,0.236474067,0.388871598,-0.230528737
Ppih,0.236500483,0.257656319,-0.143325836
Ankrd28,0.236643376,0.210856138,-0.16136056
Mbd4,0.236636377,0.230705303,-0.156190857
Brf2,0.23676163,0.234534498,-0.165019877
Cox7a2,0.236774367,0.225265855,-0.140509193
B230359F08Rik,0.236810533,0.366283084,-0.239990859
Dse,0.237058478,0.225536157,0.152674621
Slc27a4,0.237211909,0.217085024,0.144801726
Rabepk,0.237291986,0.23134448,0.129511983
Btbd16,0.237362594,0.390332742,-0.239655556
Yju2,0.237375562,0.217318973,-0.166490804
Lzts2,0.237423787,0.235190427,0.203304623
Naglu,0.237636454,0.231680314,-0.163517547
Pop1,0.237613664,0.243825441,-0.214951445
Arrdc1,0.237737865,0.147454444,0.147879339
Llgl2,0.237705162,0.306553622,0.140051159
Gan,0.237950583,0.235712267,0.184827585
1700055D18Rik,0.237981109,0.391349865,-0.234875067
Arl4c,0.238169937,0.227185915,-0.123030109
E2f2,0.238237736,0.232266526,-0.205252472
Gm11973,0.238251575,0.648209921,0.211361351
Ppp4r3b,0.238270408,0.206579938,0.133265362
Acvr1,0.238336516,0.406144091,0.235905476
Recql5,0.238312987,0.21234381,0.14912366
Ttc33,0.238370268,0.218145098,0.141994893
Naf1,0.238427415,0.227128684,0.190728223
Enoph1,0.238481615,0.232504292,-0.136439631
Kctd12,0.238620701,0.22731281,-0.226157527
Slc35f5,0.238609857,0.406609886,0.235577783
44080,0.238832732,0.147503663,-0.131795139
Snord37,0.238834597,0.652570862,-0.20635229
Asic1,0.239032616,0.331040272,-0.223677922
AV099323,0.239014266,0.369691674,-0.233257282
Gm15477,0.238987444,0.369650188,-0.228920038
Gm44053,0.238989331,0.359909145,0.240400092
Phlda3,0.239024178,0.236775763,0.20784026
Dtnbp1,0.239109487,0.213053515,0.120287759
Mir5125,0.239224692,0.393394884,-0.22441237
1500015A07Rik,0.239261827,0.304981003,-0.179485045
Sh2b3,0.239304774,0.18046991,-0.128354266
Pik3r4,0.239365732,0.226910516,0.129559943
Luc7l3,0.239545554,0.146154063,-0.172437341
Col4a1,0.239613474,0.228258537,0.239463519
Purg,0.239624059,0.360865021,-0.226631114
Vamp3,0.23979864,0.228739505,0.157647433
Phldb2,0.239932375,0.357942089,0.239456383
Sfxn4,0.24019594,0.201052786,0.196358467
Ndel1,0.240270988,0.279011942,0.136551529
Slc9a7,0.240290187,0.235992508,-0.179261451
Rbm34,0.240408648,0.229321381,-0.135197578
Zbed4,0.240404975,0.246689723,0.179163943
Recql4,0.24044369,0.305184316,0.208501961
Yaf2,0.240567449,0.229472858,-0.123019961
Gm22858,0.240697056,0.395816123,-0.229744876
AF357399,0.240977584,0.364453027,-0.227783784
Gm13166,0.240985889,0.359513769,0.232200428
Gm43200,0.240993526,0.396303656,0.234044698
Slc25a3,0.240970617,0.208921014,0.168169899
Gm10353,0.241097386,0.396474451,-0.222655194
Ms4a6c,0.241197508,0.247502975,0.215481423
Smc6,0.241233853,0.209149239,-0.131133788
Gm15753,0.241299705,0.359981934,0.226102164
Mia3,0.241458494,0.149125341,0.131293844
Katnbl1,0.241571654,0.307925281,-0.122423071
Kdm4d,0.241559479,0.230112324,0.217137017
Vhl,0.241538889,0.221044869,-0.131732863
Gm14305,0.241625549,0.397342992,0.229411518
Pggt1b,0.241748207,0.248068071,0.133175388
Gm45715,0.242130631,0.366196888,0.235149804
Sdhaf2,0.242443977,0.221959142,0.1370018
Flad1,0.242505301,0.221684724,-0.114355463
Gm44164,0.242598202,0.240316167,-0.21775144
Nme7,0.242635279,0.309281056,-0.163332035
Qars,0.242705706,0.28183923,-0.118108045
Prps1,0.242892241,0.282055842,-0.134224461
Tnk2,0.242892984,0.238548752,-0.20471734
Vps9d1,0.24284384,0.236757182,0.131815062
Anxa3,0.243381514,0.265152884,0.233067166
Gm10752,0.243648162,0.415195553,-0.224268593
Ptk7,0.243667787,0.363514749,-0.236321303
Rars2,0.243594249,0.217049568,-0.117963386
Trp53inp2,0.243648562,0.148657434,0.174283391
Usb1,0.243548057,0.237443749,0.122111636
Celsr2,0.243810793,0.241517352,-0.207139055
Gm43859,0.243815374,0.377117715,-0.228706991
B3gnt5,0.243990253,0.191260336,0.173887995
Acot8,0.244167175,0.241870382,0.125346652
Yod1,0.244133278,0.241836804,0.168768957
Il18,0.244228148,0.416183894,0.235661054
Nutf2-ps1,0.244303141,0.367911547,-0.223640994
Babam2,0.244499079,0.223753894,-0.134460587
Katna1,0.244427882,0.232547369,-0.11588074
Sms,0.244479161,0.21783805,0.120005312
Ndufa13,0.244612086,0.284052993,0.132555126
D330041H03Rik,0.244657872,0.242356463,-0.187108435
Gins2,0.244726058,0.251123769,-0.19726904
Arid5a,0.244846353,0.1499142,0.164532777
D5Ertd605e,0.244855979,0.402655298,-0.231543644
Aimp1,0.245019803,0.218319778,-0.135278431
Rtn4,0.244998854,0.192050963,0.157330957
Ubac1,0.244988714,0.233690221,-0.110919772
Znrd1,0.245025817,0.23888447,-0.120422952
Mbip,0.24511711,0.218406481,-0.13533522
Il17ra,0.245250748,0.150161802,-0.157965049
Tram2,0.24549653,0.311597657,0.185323674
Arhgef33,0.245609159,0.379892225,-0.226329678
2210016L21Rik,0.245790174,0.239629669,-0.146529748
Wdr19,0.245763457,0.2677479,0.186231253
Ephb4,0.245954819,0.669168102,0.235231427
Srsf5,0.246129283,0.156125458,-0.146442224
Zfp950,0.246158025,0.242787725,-0.154021148
Gm9843,0.246209975,0.25264648,-0.191098418
Crk,0.246245937,0.225439862,0.116763757
Gsdme,0.246298544,0.243981702,0.220079461
Bub3,0.246439399,0.286174939,-0.152992798
Gm13357,0.246572716,0.673713825,-0.23106897
Tmem121b,0.246568588,0.371323227,-0.230861141
Dsn1,0.246776389,0.243397622,-0.145731343
Gm9774,0.246900459,0.371823013,-0.22492663
Pop4,0.24696441,0.235574801,0.154049914
Prrc2c,0.246882297,0.151160765,-0.153942844
R3hcc1,0.246962826,0.24077293,-0.135999737
Slc35a5,0.246891308,0.253345625,0.156755523
Tmem241,0.246802999,0.244481411,-0.128219749
C330013E15Rik,0.24705266,0.672154991,-0.206439223
Tepsin,0.247154369,0.193740639,-0.165763892
Ska1,0.247200793,0.421249513,-0.227941119
Tmem101,0.247292601,0.31387733,0.176328573
Ddb2,0.247572907,0.319279441,-0.149688144
Trappc10,0.247599336,0.236180446,-0.121093486
Gm17092,0.247637024,0.374524723,0.226662038
Afg1l,0.24771242,0.269871205,0.156103234
Sarnp,0.248031518,0.241814836,-0.133648794
Kctd10,0.248100705,0.230708494,0.123979881
Zcrb1,0.248546942,0.194832256,0.091517916
Nfib,0.248676795,0.37449811,0.232027441
Eif4g2,0.24889766,0.157881504,-0.112977477
Ercc8,0.248897813,0.315914752,-0.146263931
Gm48194,0.248907888,0.344716701,0.215776462
Gm26510,0.249057427,0.317467206,-0.180413106
Gm37238,0.249100822,0.680621401,-0.220259731
Pan3,0.249184935,0.237692919,-0.135574522
9330020H09Rik,0.249247719,0.246903135,-0.177854598
43893,0.249447549,0.247101085,-0.156605676
Mag,0.249412058,0.375605389,0.232693312
Nbl1,0.249352751,0.290928564,0.233285046
Pgs1,0.249377557,0.188066224,-0.108695131
Stard8,0.249440111,0.345453786,0.229014749
Hist1h4m,0.249496867,0.29109671,0.219392548
Rpp40,0.249539923,0.318082231,-0.191247091
Pigp,0.249659808,0.245194549,-0.141702718
Trnau1ap,0.249847204,0.243585013,-0.100523064
Rxra,0.249931306,0.228725209,0.187673744
Hacd4,0.250179401,0.346477641,0.232702162
Mical3,0.250197984,0.272579112,-0.211058165
Zfp947,0.250358619,0.378640847,0.232612483
5830444B04Rik,0.250416435,0.272817104,0.200978758
Ms4a8a,0.250504909,0.292272828,0.232519726
Nsun6,0.250775358,0.257331212,0.136626134
Il1rl1,0.250903201,0.388080704,0.230788889
Eif2s3x,0.250997857,0.273450536,-0.139984632
Eef1akmt4,0.251067992,0.273526946,-0.189054103
Fcnaos,0.251155205,0.379845598,-0.22094301
Slc25a30,0.251260996,0.153302013,-0.13733991
Rbm28,0.251298303,0.233681936,0.127010634
Fundc2,0.251393472,0.249028704,-0.142590965
Sigmar1,0.25134505,0.257915797,0.136577069
Smarca5-ps,0.251395359,0.413409031,0.2194525
2610017A05Rik,0.251849729,0.348790906,-0.214518258
Mccc2,0.251828592,0.258411981,-0.162804584
Slc25a17,0.251865007,0.189942116,-0.112031827
Gm1848,0.25197291,0.379461938,-0.218202037
Hpgd,0.252199077,0.21109985,0.222795224
0610010K14Rik,0.252272292,0.294334895,-0.202320928
Cmc1,0.252278627,0.247766529,-0.138190646
Slain2,0.252345935,0.240708139,0.135443404
Fam162a,0.252558687,0.225037144,-0.140312703
Iqcg,0.252542133,0.690024142,0.219986155
Hexim2,0.252695676,0.240720792,-0.169292002
Endog,0.252753704,0.259361277,-0.160394852
Gnl1,0.252938636,0.241273506,-0.104015643
Ska2,0.252930573,0.275556141,0.209555219
Stk11ip,0.252914732,0.235185051,0.136579673
Trim39,0.253013251,0.231635385,0.140574336
Gm3362,0.253069435,0.688524801,0.212215437
C330011M18Rik,0.253468031,0.260094278,0.18376474
E2f7,0.253495101,0.241482333,0.211651033
Gm371,0.25352066,0.392129219,0.226589109
Gm4366,0.253466194,0.689604263,-0.212942112
Pprc1,0.253360918,0.240177474,-0.124009518
Sh3bp2,0.253390543,0.276057257,-0.222625902
Zscan26,0.253507423,0.2601347,0.137222227
Arhgap30,0.253616735,0.157303148,0.125000995
Cdk5r1,0.253628182,0.690044982,-0.208713821
Zeb1,0.253660404,0.191296101,-0.157533768
Lst1,0.253787931,0.241761286,0.226423236
Anks3,0.253841254,0.191432487,0.15360751
Zfp954,0.253960933,0.242248655,-0.154235708
Myo19,0.254069607,0.260711581,-0.162854137
Gnmt,0.254257558,0.384537578,0.223007762
Vps13d,0.254319355,0.249770758,0.166916931
Pask,0.254794941,0.277587284,-0.212711144
1300014J16Rik,0.25497435,0.693707496,-0.207494066
Egln3,0.255025199,0.261692154,-0.191401157
Fam210b,0.255018635,0.252619766,0.145457126
Pmpca,0.25500108,0.241732291,0.094743508
Bclaf1,0.255547111,0.156466046,-0.132404333
Chka,0.255271029,0.248872895,-0.191871628
Cpsf7,0.255308874,0.200132834,-0.117886907
Cstf2t,0.255421031,0.24213039,-0.148257166
Gm45769,0.255519669,0.381195927,0.21806625
Gm9531,0.255505579,0.298107284,-0.192760932
Med31,0.255288899,0.278125429,-0.144877471
Stim2,0.25540837,0.243629339,0.091957779
Stk25,0.255519935,0.162082164,-0.119355132
Trav10,0.255157625,0.261828042,-0.199996152
Tssc4,0.25542495,0.262102355,-0.16073332
Zfp184,0.255420565,0.420028312,-0.229206954
Ipp,0.255586146,0.251014893,-0.149363072
Slc30a5,0.255607082,0.243818887,0.112083662
Eif5,0.255818353,0.157994023,-0.157136514
Tbc1d5,0.255823023,0.234117027,0.128848378
Gm25082,0.255921523,0.354430001,0.204976879
Islr,0.256031883,0.421033599,0.228861797
Esrp2,0.256071611,0.436366083,-0.214117791
Gm42432,0.256160267,0.382151601,0.22602219
Mettl16,0.256290961,0.234286799,0.129367513
Cdca8,0.256520903,0.325590397,-0.193252293
Mbd1,0.256766112,0.244924464,0.127437555
Smim13,0.256869777,0.263584954,-0.130764735
Mmgt1,0.257042835,0.253523504,0.174309441
5031439G07Rik,0.257142528,0.235324575,0.150861907
Serpinf1,0.25747362,0.389401531,0.227914085
Dab2,0.25754213,0.280580219,0.226433061
mt-Rnr1,0.257748701,0.159865957,-0.162963051
Sf3a1,0.257947645,0.299538759,-0.13581782
Rhoj,0.258159241,0.424531949,0.222620232
Anxa8,0.258282737,0.388964305,-0.223920572
Rpl24,0.258502137,0.70330553,-0.194683532
Gm47445,0.258774541,0.425543783,0.22480793
Hvcn1,0.258786967,0.236829487,-0.139374225
Dmac2,0.258852348,0.195211567,-0.122381618
Prkrip1,0.258883309,0.254253085,0.158740738
Calm2,0.258999609,0.158579937,0.11706125
Ndufs3,0.259026996,0.334051071,-0.101491738
E430024I08Rik,0.259261946,0.282453879,0.182922507
Med8,0.259341297,0.195580304,-0.123929037
Disp1,0.259491454,0.203411497,-0.101454953
Mfap4,0.259487864,0.705987392,0.201235919
Setd5,0.259504453,0.253000212,0.128509498
Zfp36l1,0.259504756,0.246001621,-0.139303064
Gm44822,0.259562479,0.426839515,-0.224076932
Phf11c,0.2595708,0.253064897,-0.176060163
Fcrl1,0.259616173,0.706336482,-0.208638022
Krt7,0.259749305,0.359731161,-0.218812535
Trappc13,0.25979388,0.237843098,-0.126934971
Hadh,0.259940075,0.196031868,0.123559026
Chaf1b,0.260252975,0.253729973,0.150027602
Usp16,0.260291219,0.246747162,-0.097068314
Adgrl2,0.260543095,0.711885273,-0.219449343
Akap10,0.260442569,0.19641082,0.123884588
Gm37233,0.260566797,0.360863319,0.217336674
