,neg1,neg2,neg3,neg4,neg5,pos1,pos2,pos3,pos4,pos5
Pdlim1,378,185,270,94,46,652,309,624,223,640
Sorbs1,41,12,34,8,0,26,33,4,24,48
Aldh18a1,16,17,4,5,11,11,4,8,7,19
Tctn3,0,0,25,7,1,3,2,10,2,3
Entpd1,31,45,32,44,1,6,1,9,7,9
Ccnj,0,0,0,3,3,3,0,5,1,3
E030044B06Rik,0,0,0,0,0,0,0,0,0,0
Zfp518a,20,31,28,30,67,53,21,23,11,87
Blnk,1,0,0,4,0,12,0,12,6,9
Dntt,0,0,2,0,0,0,1,8,6,8
Opalin,0,0,0,0,0,0,0,0,0,0
Tll2,0,0,0,0,0,0,0,0,0,0
Tm9sf3,228,292,252,242,199,222,151,293,148,337
Pik3ap1,2,13,0,0,0,4,0,0,0,0
Lcor,6,5,0,0,0,0,0,2,0,4
Slit1,0,0,0,0,0,0,0,0,0,0
Gm19424,0,0,0,0,0,0,0,0,0,0
Arhgap19,0,0,14,11,0,12,3,7,0,10
Frat1,99,20,98,61,29,120,72,103,31,226
Frat2,80,53,85,56,85,279,155,228,74,340
Rrp12,15,6,36,9,21,18,11,51,15,16
Pgam1,2,0,0,0,0,0,0,1,0,0
Exosc1,34,33,101,44,20,75,35,66,37,90
Zdhhc16,0,0,0,0,0,0,0,1,1,0
Mms19,8,71,132,33,42,54,37,142,34,82
Ubtd1,0,6,0,4,0,2,2,10,2,11
Ankrd2,0,0,0,0,0,0,0,0,0,0
Hoga1,0,0,1,0,0,0,0,0,0,0
4933411K16Rik,0,0,0,0,0,0,0,0,0,0
Morn4,0,0,0,0,0,0,0,0,0,0
Pi4k2a,98,51,73,37,34,50,10,53,23,50
Avpi1,0,4,34,6,0,19,2,21,13,29
Marveld1,18,39,10,46,34,36,28,110,21,68
Zfyve27,21,14,12,22,0,18,10,38,5,34
Sfrp5,0,0,0,0,0,0,0,0,0,0
Golga7b,0,0,0,0,0,0,0,0,0,0
Mir3085,0,0,0,0,0,0,0,0,0,0
Crtac1,0,0,0,0,0,0,0,0,0,0
R3hcc1l,15,15,46,40,25,29,11,49,15,32
Loxl4,0,0,0,0,0,0,0,0,0,0
Pyroxd2,0,0,0,0,0,0,0,0,0,0
Hps1,11,27,37,22,12,23,18,48,15,32
Hpse2,0,0,0,0,0,0,0,0,0,0
Cnnm1,0,0,0,0,0,0,0,0,0,0
Got1,260,162,309,104,159,271,129,235,100,359
Nkx2-3,0,0,0,0,0,4,0,0,0,0
Slc25a28,56,56,26,29,31,45,20,42,33,34
BC037704,8,0,0,0,0,6,4,0,0,4
Entpd7,57,110,31,40,25,4,21,48,0,27
Cox15,73,577,38,194,55,161,146,89,103,102
Cutc,40,17,106,22,47,39,45,83,4,48
Abcc2,0,0,0,0,0,0,0,0,0,0
Gm10768,0,0,0,0,0,0,0,0,0,0
Dnmbp,0,0,27,3,6,8,12,30,10,10
Cpn1,0,0,0,0,0,0,0,0,0,0
Cyp2c44,0,0,0,0,0,0,0,0,0,0
Erlin1,5,12,9,15,0,10,6,17,24,18
Chuk,96,47,37,96,88,86,43,101,27,122
Cwf19l1,6,0,39,8,23,12,7,10,6,24
Bloc1s2a,139,17,111,67,24,107,61,60,31,77
Pkd2l1,0,0,0,0,0,0,0,0,0,0
Scd3,0,0,0,0,0,0,0,0,0,0
Scd2,89,86,45,41,43,74,38,173,43,131
Mir5114,0,0,0,0,0,0,0,0,0,0
Scd4,0,0,0,0,0,0,0,0,0,0
Scd1,13,8,21,9,0,17,5,13,26,15
Wnt8b,0,0,0,0,0,0,4,0,0,0
Sec31b,0,0,0,0,0,1,5,0,0,1
Ndufb8,112,225,160,143,89,145,84,159,116,188
Hif1an,6,61,44,1,16,27,3,13,16,32
Pax2,0,0,0,0,0,0,0,0,0,0
1700039E22Rik,0,0,0,0,0,0,0,0,0,0
Fam178a,18,17,75,26,51,36,17,28,22,75
4930414N06Rik,0,0,0,0,0,0,0,0,0,0
Sema4g,0,2,0,0,0,0,0,0,1,0
Mrpl43,111,123,110,114,94,146,102,155,48,184
Peo1,8,14,4,0,10,12,3,11,4,14
Lzts2,0,0,0,0,0,1,0,2,0,0
Pdzd7,0,0,0,0,0,0,0,0,0,0
Sfxn3,256,173,137,70,118,181,139,205,100,272
Kazald1,4,0,0,0,0,0,0,0,0,0
Tlx1,0,0,0,0,0,0,0,0,0,0
Lbx1,0,0,0,0,0,0,0,0,0,0
Btrc,15,1,13,5,7,25,2,44,6,15
Poll,0,7,5,3,0,12,9,6,12,7
Dpcd,32,25,31,22,11,51,51,80,41,83
Fbxw4,5,11,33,29,13,18,10,31,16,30
4933429K18Rik,0,0,0,0,0,0,0,0,0,0
Fgf8,0,0,0,0,0,0,0,0,0,0
Npm3,338,249,372,177,173,272,263,410,140,431
Mgea5,222,263,190,93,174,164,113,328,166,323
Kcnip2,0,0,0,0,0,4,5,0,5,5
9130011E15Rik,0,0,12,0,0,2,0,4,3,4
Hps6,24,11,5,11,4,23,4,7,30,25
Ldb1,187,256,178,185,157,270,215,406,204,344
Pprc1,17,63,31,13,11,22,7,30,16,30
Nolc1,57,50,35,58,35,59,34,66,59,109
Elovl3,0,0,0,0,0,0,0,0,0,0
Pitx3,0,0,0,0,0,0,0,0,0,0
Gbf1,37,25,28,18,8,14,13,43,10,43
Nfkb2,277,88,230,93,33,201,95,182,78,298
Psd,19,11,6,9,4,9,7,23,6,19
Fbxl15,0,0,0,0,1,2,1,0,2,0
Cuedc2,16,2,37,15,24,36,15,48,15,31
Mir146b,0,0,0,0,0,0,0,0,0,0
2310034G01Rik,0,0,0,0,0,0,0,0,0,0
Tmem180,0,1,0,0,0,0,0,0,0,0
Actr1a,132,138,83,169,156,103,56,147,65,180
Sufu,0,0,0,0,0,0,0,1,0,0
Trim8,114,268,148,106,41,230,125,199,89,307
Arl3,61,5,47,48,12,35,25,59,23,61
Sfxn2,13,15,0,0,0,12,6,25,6,21
Wbp1l,137,36,68,84,47,89,47,88,42,113
Cyp17a1,0,0,0,0,0,0,1,0,0,5
2010012O05Rik,16,44,8,20,20,41,22,81,35,66
As3mt,0,0,15,8,0,79,32,63,19,41
Cnnm2,0,0,48,7,43,7,1,3,0,12
Nt5c2,14,52,35,17,0,18,14,35,36,32
Ina,0,0,0,0,0,0,0,0,0,0
Pcgf6,33,110,116,21,55,21,25,26,10,27
Taf5,0,21,15,12,3,11,9,20,7,38
Usmg5,6,23,45,29,29,31,22,78,26,58
Pdcd11,42,15,22,2,9,24,8,14,10,17
Calhm2,18,32,43,14,0,13,0,22,3,23
Calhm1,0,0,0,0,0,0,0,0,0,0
Neurl1a,0,0,0,0,0,0,0,6,0,0
Sh3pxd2a,16,12,0,0,0,21,8,62,0,20
Obfc1,0,28,27,22,0,19,4,37,16,33
Gm19557,0,6,0,11,0,0,0,7,0,0
Slk,127,230,244,142,147,114,50,119,24,112
Col17a1,0,0,0,0,0,0,0,0,0,2
Sfr1,229,326,221,187,175,235,99,269,149,309
Wdr96,0,11,2,4,0,1,8,6,16,6
Gsto1,8,25,8,11,18,45,23,35,8,47
Gsto2,0,0,0,0,0,0,0,0,0,4
Itprip,26,17,52,31,3,16,8,23,15,41
Ccdc147,0,0,0,0,0,0,0,5,0,0
Sorcs3,0,0,0,0,0,0,0,0,0,0
Sorcs1,0,0,0,0,0,0,0,0,0,0
Ins1,0,0,0,0,0,0,0,0,0,0
AA387883,0,0,0,0,0,0,0,0,0,0
Xpnpep1,9,11,30,24,36,6,9,26,2,15
1700054A03Rik,0,0,0,0,0,0,0,0,0,0
Add3,273,496,296,165,52,385,300,556,233,663
1700001K23Rik,0,0,0,0,0,0,0,0,0,0
Mxi1,32,109,75,12,6,64,41,51,12,94
Smndc1,181,328,630,276,229,551,255,308,254,594
5830416P10Rik,2,7,9,22,7,15,8,13,1,7
Dusp5,3,0,0,1,0,5,0,4,1,4
Smc3,88,132,266,120,93,207,204,304,85,264
Rbm20,0,12,3,2,2,0,7,1,0,1
Pdcd4,646,799,706,500,345,1123,589,785,467,1387
Bbip1,39,44,65,55,77,58,44,74,69,113
Shoc2,104,57,57,33,98,80,23,72,15,77
Adra2a,0,0,28,2,0,0,0,2,0,0
Gpam,0,0,0,0,0,0,0,0,2,0
Tectb,0,0,0,0,0,0,0,0,0,0
Gucy2g,0,0,0,0,0,0,0,0,0,0
Acsl5,87,95,174,67,70,117,56,131,46,120
Zdhhc6,1,0,21,28,21,28,39,35,17,29
Vti1a,9,1,0,0,0,8,4,2,6,15
4930552P12Rik,0,8,0,0,5,0,0,0,0,0
Tcf7l2,0,18,0,0,0,0,16,17,0,0
Habp2,0,0,0,0,0,1,0,0,0,0
Nrap,0,0,0,0,0,0,0,0,0,0
Casp7,29,56,43,47,0,37,15,37,10,82
Plekhs1,0,0,0,0,0,0,0,0,0,0
Dclre1a,0,13,0,0,8,5,2,9,0,2
Nhlrc2,6,37,69,37,10,27,9,56,10,57
Adrb1,73,40,21,18,0,9,5,26,9,15
A630007B06Rik,6,15,0,0,1,2,3,16,0,1
Tdrd1,0,0,0,0,0,0,0,0,0,0
Vwa2,0,0,0,0,0,0,0,0,0,0
Afap1l2,0,0,0,0,0,0,0,0,0,0
Ablim1,282,327,251,159,260,429,306,489,162,547
4930449E18Rik,0,0,0,0,0,0,0,0,0,0
B230217O12Rik,0,0,0,0,14,8,7,0,0,0
Fam160b1,53,34,24,32,63,27,30,57,29,52
Trub1,34,1,13,0,0,15,0,33,13,30
6720468P15Rik,0,0,0,0,0,0,0,0,0,0
Atrnl1,0,66,0,4,0,0,29,25,0,8
Gfra1,0,0,0,0,0,0,0,0,0,0
Gm10007,0,0,0,0,0,0,0,0,0,0
Ccdc172,0,0,0,0,0,0,0,0,0,0
1810007D17Rik,0,0,0,0,0,0,0,0,0,0
Pnlip,0,0,0,0,0,0,0,0,0,0
1810018F18Rik,0,0,0,0,0,0,0,0,0,0
Pnliprp1,0,0,0,0,0,0,0,0,0,0
Pnliprp2,0,0,0,0,0,0,0,0,0,0
1700019N19Rik,0,0,0,0,0,0,0,0,0,0
Hspa12a,0,0,0,0,0,0,0,0,0,0
Mir3086,0,0,0,0,0,0,0,0,0,0
Eno4,0,0,0,0,0,0,0,0,0,0
4930506M07Rik,0,0,18,0,0,0,0,0,2,0
Vax1,0,0,0,0,0,0,0,0,0,0
Kcnk18,0,0,0,0,0,0,0,0,0,0
Slc18a2,18,0,0,12,0,6,0,3,0,21
Pdzd8,68,64,78,48,59,52,34,51,13,106
Emx2os,0,0,0,0,0,0,0,0,0,0
Emx2,0,0,0,0,0,0,0,0,0,0
2700089I24Rik,8,0,0,0,0,0,0,0,0,0
Rab11fip2,0,15,0,3,12,6,17,13,24,8
E330013P04Rik,0,0,0,0,0,0,0,0,0,0
D19Ertd737e,109,92,189,67,154,82,44,79,30,112
Prlhr,0,0,0,0,0,0,0,0,0,0
Cacul1,39,165,100,60,38,108,54,140,34,169
Nanos1,57,15,52,37,0,20,29,22,7,26
Eif3a,122,206,143,109,96,199,90,193,77,273
Fam45a,14,16,43,22,3,15,6,19,12,26
Sfxn4,3,23,0,1,1,0,3,0,0,2
Prdx3,109,149,158,85,50,203,89,133,93,256
Grk5,0,19,13,4,0,7,5,7,8,19
Gm7102,0,0,0,0,0,0,0,0,0,1
Csf2ra,0,0,0,0,0,47,0,8,31,19
Csprs,0,0,0,0,0,0,0,0,0,0
Fam171a1,0,0,0,0,0,0,0,0,0,0
Nmt2,18,37,15,20,9,8,12,32,7,18
Rpp38,0,23,0,12,0,16,36,15,2,13
Acbd7,0,0,0,0,0,0,0,0,0,0
Olah,0,0,0,0,0,0,0,0,0,0
Meig1,0,0,0,0,0,0,0,0,0,0
Dclre1c,1,21,15,5,0,24,10,30,0,12
Suv39h2,25,12,10,6,0,13,3,2,5,8
Hspa14,76,124,188,28,60,71,89,113,36,121
Cdnf,9,0,0,0,0,3,2,0,0,7
Mir466b-2,0,0,0,0,0,0,0,0,0,0
Fam107b,453,689,943,422,328,989,533,1155,399,1378
1700080N15Rik,0,0,0,0,0,0,0,0,0,0
Frmd4a,22,2,1,4,10,3,7,0,0,3
Prpf18,84,130,92,61,76,112,77,106,41,138
Bend7,0,0,0,0,0,0,0,0,0,0
Sephs1,64,63,24,27,48,37,15,6,9,49
Phyh,70,54,127,58,13,93,18,84,24,84
Ucma,0,0,0,0,0,0,0,0,0,0
Mcm10,0,0,0,0,0,1,1,0,0,6
Optn,2,5,0,3,0,0,7,0,5,0
Ccdc3,0,0,0,0,0,0,0,0,0,0
Camk1d,70,120,31,12,34,95,43,57,40,115
Mir466d,0,0,0,0,0,0,0,0,0,0
Cdc123,233,78,182,137,86,153,69,203,67,184
Nudt5,9,4,3,4,0,6,2,2,2,2
Sec61a2,33,34,15,2,0,20,3,0,1,11
Dhtkd1,0,0,0,0,0,0,0,0,0,0
Upf2,36,30,25,29,56,56,50,38,9,54
Proser2,0,0,0,0,0,0,0,0,0,0
Gm10857,0,0,0,0,0,0,0,0,0,0
Echdc3,0,0,0,0,0,0,0,0,0,0
A230108P19Rik,0,0,0,0,0,1,0,0,0,0
Usp6nl,5,0,14,0,0,15,0,10,3,10
Celf2,1126,1532,1415,1012,717,1181,947,1700,514,1991
5031426D15Rik,0,0,0,0,0,1,0,0,0,0
1700061F12Rik,0,0,0,0,0,0,0,0,0,0
Gata3,293,181,375,107,103,293,104,279,245,337
4930412O13Rik,0,0,0,0,0,0,0,0,0,0
9230102O04Rik,0,0,0,0,0,0,0,0,0,0
Taf3,38,81,74,40,10,57,31,79,5,75
Atp5c1,934,772,1738,660,455,1278,692,1606,467,1571
Kin,13,37,9,52,51,39,16,25,4,61
Itih2,0,0,0,0,0,0,0,0,0,1
Itih5,0,4,0,0,0,5,0,0,0,18
Sfmbt2,0,0,0,0,0,5,8,6,0,9
Mir297a-3,0,0,0,0,0,0,0,0,0,0
Mir297a-4,0,0,0,0,0,0,0,0,0,0
Mir669a-3,0,0,0,0,0,0,0,0,0,0
Mir669k,0,0,0,0,0,0,0,0,0,0
Mir669g,0,0,0,0,0,0,0,0,0,0
Mir669j,0,0,0,0,0,0,0,0,0,0
Mir467a-5,0,0,0,0,0,0,0,0,0,0
Mir467a-9,0,0,0,0,0,0,0,0,0,0
Mir467a-7,0,0,0,0,0,0,0,0,0,0
Mir467a-2,0,0,0,0,0,0,0,0,0,0
Mir467a-4,0,0,0,0,0,0,0,0,0,0
Mir467a-8,0,0,0,0,0,0,0,0,0,0
Mir467a-1,0,0,0,0,0,0,0,0,0,0
Mir467b,0,0,0,0,0,0,0,0,0,0
Mir467d,0,0,0,0,0,0,0,0,0,0
Mir669a-2,0,0,0,0,0,0,0,0,0,0
Mir297b,0,0,0,0,0,0,0,0,0,0
Mir669i,0,0,0,0,0,0,0,0,0,0
Prkcq,158,121,169,51,186,231,172,316,109,276
8030442B05Rik,0,0,0,0,0,0,0,0,0,0
Gm13293,0,0,0,0,17,0,0,0,0,0
Pfkfb3,10,38,42,37,33,17,6,19,7,16
Rbm17,190,134,216,191,90,192,114,175,78,263
Il2ra,135,3,161,34,1,8,9,28,0,4
Il15ra,18,18,28,5,0,18,10,31,0,49
Fbxo18,45,32,1,11,6,31,18,24,8,27
Ankrd16,70,38,56,29,64,64,13,60,4,46
Itga8,0,0,0,0,0,0,0,0,0,0
E030013I19Rik,0,0,0,0,0,0,0,0,0,0
Fam188a,88,64,99,92,55,95,19,51,47,107
Pter,37,0,0,5,0,0,0,0,0,1
C1ql3,0,0,0,0,0,0,0,2,0,0
Rsu1,209,112,271,149,142,239,141,131,36,275
Cubn,0,0,3,0,0,0,0,0,0,0
Trdmt1,0,1,1,0,0,25,1,35,10,10
Vim,3794,3206,5261,1933,2395,1370,694,1766,703,1749
St8sia6,0,0,0,0,0,11,1,11,9,3
Ptpla,8,5,0,0,0,1,0,0,0,3
4921530L18Rik,0,0,0,0,0,0,2,20,0,0
Stam,9,70,153,17,0,33,21,12,15,27
Tmem236,0,0,0,0,0,0,0,0,0,0
Mrc1,0,0,0,0,22,0,0,0,0,0
Mir511,0,0,0,0,0,0,0,0,0,0
Slc39a12,0,0,0,0,0,0,0,0,0,0
Cacnb2,0,0,0,0,4,0,0,0,0,0
Gm13315,0,0,0,0,0,0,0,0,0,0
Nsun6,36,36,33,4,0,24,10,27,5,23
Arl5b,0,61,0,9,0,17,11,69,12,13
Plxdc2,0,0,0,2,0,5,0,1,0,5
4930515L03Rik,0,0,0,0,0,0,0,0,0,0
Nebl,0,0,0,0,0,0,0,0,18,9
H2afb1,0,0,0,0,0,0,0,0,0,0
A930004D18Rik,0,0,0,0,0,0,1,0,0,0
Gm17762,0,0,0,0,0,0,0,0,0,0
Skida1,0,0,0,0,18,2,2,0,0,0
Mllt10,87,54,25,39,26,67,25,50,57,51
Dnajc1,57,176,85,132,61,101,32,100,43,128
Commd3,106,99,124,65,48,91,49,124,46,144
Bmi1,122,96,170,40,76,129,56,39,60,106
BC061194,0,0,0,0,0,0,0,0,0,0
Pip4k2a,305,143,311,208,206,310,141,278,165,476
4930426L09Rik,0,0,12,11,0,5,1,4,6,0
Armc3,0,0,6,2,0,6,13,12,8,5
Msrb2,5,9,0,5,25,20,8,11,3,10
Ptf1a,0,0,0,0,0,0,0,0,0,0
4921504E06Rik,0,0,0,0,0,0,0,0,0,0
Gm3230,2,15,1,5,0,0,1,7,0,1
Otud1,164,193,94,79,75,238,69,292,84,283
Etl4,0,0,0,0,0,0,0,0,0,0
Arhgap21,9,0,5,0,0,2,3,5,0,3
Gm13375,0,19,5,3,1,0,0,2,2,2
Enkur,0,0,0,0,0,1,2,1,0,0
Thnsl1,0,0,38,9,0,6,5,18,14,20
Gpr158,0,2,0,0,0,0,0,0,0,0
Myo3a,0,0,0,0,0,0,0,0,0,0
Gad2,0,0,0,0,0,0,3,0,0,0
Mir3967,0,0,0,0,0,0,0,0,0,0
Apbb1ip,319,304,512,206,115,263,200,484,107,419
Pdss1,0,0,0,0,0,0,0,1,1,1
Abi1,277,231,149,186,222,231,147,287,152,300
Acbd5,27,26,18,17,24,70,27,58,9,59
Mastl,0,0,0,0,0,0,2,5,0,6
Yme1l1,423,276,441,235,213,293,141,172,129,375
4931423N10Rik,0,0,0,0,0,0,0,0,0,0
Nxph2,0,0,0,0,0,0,0,0,0,0
Spopl,14,0,19,5,37,41,10,14,8,37
Hnmt,0,0,0,0,0,0,0,0,0,0
Tbpl2,0,0,0,0,0,0,0,0,0,0
Il1f8,0,0,0,0,0,0,0,0,0,0
Il1f9,0,0,0,0,0,0,0,0,0,0
Il1f6,0,0,0,0,0,0,0,0,0,0
Il1f5,0,0,0,0,0,0,0,0,0,0
Il1f10,0,0,0,0,0,0,0,0,0,0
Il1rn,0,0,0,0,0,0,0,0,0,0
Psd4,113,144,189,116,62,96,82,175,58,161
Pax8,0,0,0,0,0,0,0,0,0,0
Cacna1b,0,0,0,0,0,0,0,0,0,0
Ehmt1,66,170,44,30,29,144,40,117,32,112
Arrdc1,16,44,23,41,10,36,31,73,24,51
Zmynd19,8,4,9,6,0,6,3,15,9,15
Wdr85,45,27,154,12,14,37,5,25,1,54
Mrpl41,40,34,100,45,71,71,43,106,23,96
Pnpla7,24,53,15,53,23,52,32,90,30,87
Nsmf,2,0,1,1,0,1,1,1,0,2
Entpd8,0,0,0,0,0,0,0,0,0,0
Noxa1,0,0,0,0,0,0,0,0,0,0
Nrarp,65,51,195,26,23,226,67,182,16,176
Tor4a,73,43,81,66,41,65,30,96,52,68
Nelfb,120,82,113,60,54,65,58,79,34,97
4933433C11Rik,0,0,0,0,0,0,0,0,0,0
Fam166a,0,0,0,0,0,0,0,0,0,1
Tubb4b,27,29,18,22,29,24,26,46,12,37
Slc34a3,0,0,0,0,0,0,0,0,0,0
Gm757,0,0,0,0,0,0,0,0,0,0
2310002J15Rik,0,0,0,0,0,0,0,0,0,0
Rnf208,0,0,0,0,0,1,0,2,1,0
Ndor1,21,17,6,15,18,17,15,26,11,23
Tmem203,31,22,26,7,50,39,21,37,24,66
Tprn,3,31,41,23,12,5,2,17,5,29
Ssna1,22,17,42,19,20,39,18,44,26,37
Anapc2,88,118,98,118,55,98,77,128,44,187
Tmem210,0,0,0,0,0,0,0,0,0,0
Lrrc26,0,0,0,0,0,0,0,0,0,0
Grin1,0,0,0,0,0,0,0,0,0,0
E130003G02Rik,0,0,0,0,0,0,0,0,0,0
AA543186,0,0,0,0,0,1,0,5,3,0
Man1b1,70,98,41,38,0,40,27,71,34,55
Dpp7,8,7,13,0,1,9,2,7,12,7
Uap1l1,6,9,21,22,3,5,6,9,5,4
Sapcd2,0,0,0,0,12,2,0,10,2,17
Entpd2,0,0,0,0,0,0,0,0,0,0
Npdc1,0,16,0,0,17,1,3,0,4,5
Fut7,13,0,0,0,0,0,0,0,3,4
Abca2,187,143,125,171,181,167,112,174,79,213
Mir3087,0,0,0,0,0,0,0,0,0,0
Clic3,0,0,0,0,0,1,0,1,0,0
BC029214,51,39,95,48,30,64,44,74,40,73
Ptgds,0,0,0,0,0,0,0,0,0,0
Lcn12,0,0,0,0,0,0,0,0,0,0
C8g,0,0,0,0,0,0,0,0,0,0
Fbxw5,47,47,54,30,16,20,4,57,15,39
Traf2,19,16,27,31,16,23,7,30,8,23
Edf1,125,166,234,141,134,130,92,173,95,220
Mamdc4,0,0,0,0,10,1,2,3,0,0
Phpt1,42,32,20,17,21,66,35,72,18,100
Gm996,0,0,0,0,0,0,0,0,0,1
Rabl6,12,13,12,17,0,15,17,21,6,22
4921530D09Rik,0,0,0,0,0,0,0,0,0,0
Tmem141,8,0,6,0,0,0,2,7,5,0
Fcna,0,0,0,0,0,0,0,0,0,0
Lcn8,0,0,0,0,0,0,0,0,0,0
Lcn5,0,0,0,0,0,0,0,0,0,0
Lcn6,0,0,0,0,0,0,0,0,0,0
Lcn10,0,0,0,0,0,0,0,0,0,0
Obp2a,0,0,0,0,0,0,0,0,0,0
Bmyc,60,60,159,133,45,195,105,137,78,284
Obp2b,0,0,0,0,0,0,0,0,0,0
Lcn3,0,0,0,0,0,0,0,0,0,0
Lcn11,0,0,0,0,0,0,0,0,0,0
Gm13539,0,0,0,0,0,0,0,0,0,0
Glt6d1,0,0,0,0,0,0,0,0,0,0
Lcn9,0,0,0,0,0,0,0,0,0,0
Sohlh1,0,0,0,0,0,0,0,3,0,0
Kcnt1,10,0,0,0,0,0,0,0,0,0
Camsap1,20,45,27,7,10,28,13,20,16,23
Ubac1,35,37,26,10,1,64,15,42,5,53
Nacc2,0,1,0,0,0,13,1,7,10,21
C330006A16Rik,28,23,28,27,12,23,15,35,28,46
Lhx3,0,0,0,0,0,0,0,0,0,0
Qsox2,28,59,17,2,2,10,5,12,11,23
4932418E24Rik,0,0,0,0,0,0,0,0,0,0
Gpsm1,0,6,4,3,8,2,2,5,0,0
Dnlz,11,31,22,13,27,20,10,20,2,22
Card9,0,0,0,0,0,0,0,0,0,2
Snapc4,18,18,2,6,0,12,9,13,0,23
Sdccag3,64,21,57,25,34,42,39,44,24,64
Pmpca,35,27,28,2,25,6,7,32,19,13
Inpp5e,5,4,17,24,9,5,2,19,4,9
Sec16a,65,78,14,48,37,73,33,87,48,77
Notch1,41,49,48,39,14,50,43,105,26,113
Egfl7,2,0,0,0,0,0,0,0,0,0
Mir126,0,0,0,0,0,0,0,0,0,0
Agpat2,63,33,79,55,30,48,26,97,15,70
Fam69b,8,0,3,4,0,2,1,10,4,3
Snhg7,9,7,7,0,4,1,13,12,0,3
Snora43,0,0,0,0,0,0,0,0,0,0
Snora17,0,0,0,0,0,0,0,0,0,0
Lcn4,16,29,32,22,2,105,83,251,15,248
Abo,0,0,0,0,0,0,0,0,0,0
Surf6,33,16,79,21,34,53,19,55,12,42
Med22,23,35,25,16,1,3,4,17,8,28
Rpl7a,8,34,6,5,8,11,13,8,12,24
Surf1,60,39,50,51,29,41,31,80,20,66
Surf2,16,11,22,11,7,14,13,5,12,16
Surf4,91,64,245,120,59,117,88,159,70,140
Gm711,0,0,0,0,0,0,0,0,0,0
Rexo4,13,48,37,26,2,35,18,27,15,45
Adamts13,0,0,0,0,0,0,3,0,0,0
Cacfd1,2,7,15,16,8,33,24,29,7,29
Slc2a6,0,0,0,0,0,0,0,1,0,0
Tmem8c,0,0,0,1,0,0,0,0,0,0
Adamtsl2,0,0,0,0,0,0,0,0,0,0
Fam163b,0,0,0,0,0,0,0,0,0,0
Gm13399,0,0,0,0,0,0,0,0,0,0
Dbh,0,0,0,0,0,0,0,0,0,0
Sardh,0,0,0,0,0,0,2,5,0,0
Vav2,0,0,0,0,0,0,0,0,0,0
Brd3,130,81,122,51,54,61,68,163,32,107
Wdr5,80,146,168,48,126,100,43,160,39,170
Rxra,3,0,22,6,0,15,4,6,18,13
Col5a1,0,0,0,0,0,0,0,0,0,0
Fcnb,0,0,0,0,0,0,0,0,0,0
Olfm1,16,1,25,8,47,3,2,11,11,4
Ppp1r26,0,0,0,0,0,0,0,0,0,0
1700007K13Rik,0,36,11,0,0,0,0,0,5,0
Mrps2,31,65,0,43,62,41,33,111,18,83
Gbgt1,0,0,0,0,0,0,0,0,0,0
Ralgds,50,8,83,32,19,6,9,42,2,9
Cel,0,0,0,0,0,0,0,0,0,0
Gtf3c5,29,12,36,5,38,15,6,10,17,23
Gfi1b,0,0,0,0,0,0,0,0,0,1
Tsc1,6,6,9,16,46,19,1,20,14,45
1700026L06Rik,0,0,5,0,0,0,0,0,0,7
Ak8,0,0,0,0,0,3,0,0,0,0
Mir3088,0,0,0,0,0,0,0,0,0,0
Gtf3c4,0,0,2,7,0,9,6,14,11,9
Ddx31,34,79,55,24,24,47,15,69,30,93
Barhl1,0,0,0,0,0,0,0,0,0,0
1700101E01Rik,0,0,0,1,1,0,0,0,0,6
Ttf1,62,109,77,63,50,116,94,141,44,135
Setx,52,168,88,67,20,164,166,206,89,281
Ntng2,0,0,0,0,0,0,0,0,0,0
6530402F18Rik,12,4,0,12,0,3,5,6,0,25
Med27,16,17,65,18,8,20,8,32,12,37
Rapgef1,341,242,271,253,145,289,167,482,177,526
Gm13547,0,0,0,0,0,0,0,0,0,0
Trub2,14,21,9,8,6,10,3,3,7,15
Coq4,1,2,1,4,0,3,0,6,1,7
Slc27a4,29,30,4,8,0,27,15,13,21,33
Urm1,97,74,107,41,9,47,30,148,26,60
Mir219-2,0,0,0,0,0,0,0,0,0,0
Cercam,0,0,18,10,8,0,4,4,0,4
Odf2,68,42,10,23,53,33,28,48,35,78
Gle1,20,35,32,13,15,51,39,54,15,63
Sptan1,681,451,725,314,219,611,263,709,292,910
Wdr34,0,12,0,0,0,1,1,3,3,10
Set,257,376,389,246,149,364,212,451,205,539
Pkn3,0,0,0,0,1,0,0,0,1,0
Zdhhc12,0,0,2,0,0,1,0,0,0,2
Zer1,108,175,208,96,86,162,122,166,85,165
Tbc1d13,59,44,22,12,29,39,30,64,8,52
Endog,0,0,0,0,0,0,0,0,0,0
D2Wsu81e,4,0,17,17,0,17,17,41,5,21
Ccbl1,13,10,10,1,0,22,1,5,2,19
1700084E18Rik,0,0,0,5,0,0,0,10,3,2
Lrrc8a,2,36,79,3,49,108,35,87,51,114
Phyhd1,0,6,0,0,0,12,4,11,0,19
Dolk,0,4,20,4,1,10,13,1,9,10
Nup188,46,29,39,22,29,23,22,41,11,39
Sh3glb2,34,15,53,12,30,54,36,40,22,50
Fam73b,8,0,17,0,0,0,4,13,10,12
Dolpp1,10,0,5,5,0,4,5,10,3,13
Crat,27,0,12,11,0,3,2,2,1,6
Ppp2r4,12,20,25,30,22,50,12,41,15,44
Ier5l,35,17,39,14,7,3,4,4,8,6
Cstad,0,0,0,0,0,1,0,0,0,1
Mir3089,0,0,0,0,0,0,0,0,0,0
